course_id,title,provider,skill_id,cost,duration_hours,difficulty,source_url
898,Support a Seamless Onboarding Experience (Synchronous e-Learning),IMPACT MANAGEMENT SEMINARS PTE LTD,31,265.0,18.0,Unspecified,
899,Aligning Talent Acquisition with Business Strategy (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,31,315.0,10.0,Intermediate,
900,Employment Navigator Program,Republic Polytechnic,31,210.0,24.0,Advanced,
901,Post Implementation Training (Tech Product),AETOS TRAINING ACADEMY PTE. LTD.,69,30.0,8.0,Beginner,
902,Food Safety Course Level 1 (Refresher),ABSOLUTE KINETICS CONSULTANCY PTE LTD,69,35.0,4.5,Unspecified,
903,Food Safety Course Level 1 (Refresher) (Chinese),ABSOLUTE KINETICS CONSULTANCY PTE LTD,69,35.0,4.5,Unspecified,
904,Food Safety Course Level 1 (Refresher) â€“ Synchronous e-learning,ABSOLUTE KINETICS CONSULTANCY PTE LTD,69,35.0,4.5,Unspecified,
905,Food Safety Course Level 1 (Refresher) â€“ Synchronous e-learning (Chinese),ABSOLUTE KINETICS CONSULTANCY PTE LTD,69,35.0,4.5,Unspecified,
906,Workplace Safety and Health Practices Implementation (Level 1) AOP,UBTS ACADEMY PTE. LTD.,69,54.0,1.0,Unspecified,
907,Food Safety Level 1 (Refresher),SINGAPORE INSTITUTE OF HOSPITALITY,69,37.5,4.5,Unspecified,
908,Food Safety Course Level 1 (Refresher),CARRIE ACADEMY INTERNATIONAL PTE. LTD.,69,40.0,4.5,Unspecified,
909,Food Safety Course Level 1 (Refresher) (Chinese),CARRIE ACADEMY INTERNATIONAL PTE. LTD.,69,40.0,4.5,Unspecified,
910,"Measure, Monitor and Report WSH Performance",NTUC LEARNINGHUB PTE. LTD.,69,0.0,12.0,Unspecified,
911,"Workplace Safety and Health Performance Management(Measure, Monitor and Report WSH Performance)",AVANTA GLOBAL PTE. LTD.,69,0.0,12.0,Unspecified,
912,"PWM-Landscape: Hazards and Risk Control, and Policy Management (Level 2) (AOP)",Centre For Urban Greenery And Ecology,69,56.08,2.0,Unspecified,
913,APPLY WORKPLACE SAFETY AND HEALTH IN SHIPYARD (GENERAL TRADE),SAFETY CONNECT PTE. LTD.,69,25.0,8.0,Unspecified,
914,Apply Workplace Safety and Health In Logistics and Transportation,UBTS ACADEMY PTE. LTD.,69,25.0,8.0,Unspecified,
915,Apply Workplace Safety and Health in Logistics and Transportation,ADVANCE SAFE CONSULTANTS PTE. LTD.,69,25.0,8.0,Unspecified,
916,Apply Workplace Safety and Health in Shipyard (General Trade),EFG TRAINING SERVICES PRIVATE LTD.,69,25.0,8.0,Unspecified,
917,Food Safety Course level 1,ACETEK COLLEGE PTE. LTD.,69,75.0,7.5,Beginner,
918,Perform Formwork Activities,UBTS ACADEMY PTE. LTD.,69,47.5,7.0,Unspecified,
919,WSQ Perform Work At Height,BS TECHNOLOGY PTE LTD,69,45.0,7.5,Unspecified,
920,CoC in VTOL Aircraft (Drone) Operation,Institute of Technical Education,69,84.0,7.0,Beginner,
921,Apply Workplace Safety and Health in Process Plant,EUROSAFE ASSOCIATES PTE. LTD.,69,45.0,9.0,Unspecified,
922,Perform Work At Height,NTUC LEARNINGHUB PTE. LTD.,69,55.0,7.5,Unspecified,
923,Perform Work At Height (Mandarin),NTUC LEARNINGHUB PTE. LTD.,69,55.0,7.5,Unspecified,
924,Introduction to Workplace Safety and Health (WSH) (Design for Safety) Regulation,SINGAPORE POLYTECHNIC,69,90.0,8.0,Beginner,
925,How to Conduct Cycling Tours (for Licensed Tourist Guides only),Society of Tourist Guides (Singapore),69,60.0,7.5,Unspecified,
926,AI for Business Communication (part of SCTP Certificate in Digital Marketing & Content Curation),Nanyang Polytechnic,70,63.0,7.0,Unspecified,
927,AI for Business Communication (Synchronous E-Learning),Nanyang Polytechnic,70,78.0,7.0,Unspecified,
928,AI for Business Communication,Nanyang Polytechnic,70,90.0,7.0,Unspecified,
929,Professional Business Writing (Advanced),IMPACT MANAGEMENT SEMINARS PTE LTD,70,250.0,17.0,Advanced,
930,Professional Business Writing (Intermediate),IMPACT MANAGEMENT SEMINARS PTE LTD,70,315.0,16.0,Intermediate,
931,WSQ Business Report and Technical Writing Skills,@ASK TRAINING PTE. LTD.,70,425.0,16.0,Advanced,
932,WSQ Business Writing Essentials: From Emails to Meeting Summaries,@ASK TRAINING PTE. LTD.,70,425.0,16.0,Advanced,
933,Writing in Chineseï¼šMajor Genres and Styles,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,70,438.3,36.0,Intermediate,
934,Tapping into the Future of Business Writing with ChatGPT (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,70,600.0,15.0,Unspecified,
935,(eCornell) Business Writing,GENASHTIM,70,700.0,12.0,Unspecified,
936,(eCornell) Advanced Business Writing,GENASHTIM,70,700.0,12.0,Advanced,
937,SRT6004 Engineering Design Project,SINGAPORE INSTITUTE OF TECHNOLOGY,70,1620.0,39.0,Beginner,
938,Business Writing & Presentation,Institute of Technical Education,70,1722.0,101.5,Unspecified,
939,Data Driven Report Writing: Making Insightful Business Decisions,SINGAPORE MANAGEMENT UNIVERSITY,25,600.0,15.0,Beginner,
940,Data Driven Report Writing: Making Insightful Business Decisions (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,25,600.0,15.0,Beginner,
941,Report Writing and Effective Communication,SINGAPORE POLYTECHNIC,25,500.0,30.0,Intermediate,
942,CoC in Data Analytics Using Microsoft Excel,Institute of Technical Education,25,177.0,16.0,Unspecified,
943,Information & System Security Audit,Temasek Polytechnic,25,300.0,40.0,Unspecified,
944,Selected Topics in Business Analytics,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,25,438.3,20.0,Unspecified,
945,Enterprise Systems Process,Institute of Technical Education,25,861.0,60.0,Unspecified,
946,Database Querying with SQL (Structured Query Language),SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,2,900.0,142.0,Advanced,
947,Querying Data with SQL,Ngee Ann Polytechnic,2,195.0,16.0,Beginner,
948,Querying Data with SQL (Synchronous e-learning),Ngee Ann Polytechnic,2,195.0,16.0,Beginner,
949,Understanding SQL Scripting and Database Concepts (SF),IT ENABLER CONSULTANCY PTE. LTD.,2,340.0,21.0,Unspecified,
950,"Database Creation, Manipulation, and Querying with SQL",NATIONAL UNIVERSITY OF SINGAPORE,2,570.0,14.0,Unspecified,
951,"Database Creation, Manipulation, and Querying with SQL(Synchronous e-learning)",NATIONAL UNIVERSITY OF SINGAPORE,2,570.0,14.0,Unspecified,
952,Querying Data with Microsoft Transact-SQL (SF),NTUC LEARNINGHUB PTE. LTD.,2,585.0,24.0,Unspecified,
953,Querying Data with Microsoft Transact-SQL (SF) (Synchronous e-Learning),NTUC LEARNINGHUB PTE. LTD.,2,585.0,24.0,Unspecified,
954,Data Querying with Microsoft Transact-SQL (SF),NTUC LEARNINGHUB PTE. LTD.,2,975.0,24.0,Unspecified,
955,Oracle Database: SQL Workshop (SF),NTUC LEARNINGHUB PTE. LTD.,2,1560.0,40.0,Unspecified,
956,Oracle Database: SQL Workshop (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,2,1560.0,40.0,Unspecified,
957,(eCornell) Introduction to Scalability and Automation,GENASHTIM,2,700.0,12.0,Beginner,
958,Oracle Database: SQL Workshop (Oracle Database SQL Certified Associate) (SF),NTUC LEARNINGHUB PTE. LTD.,2,2600.0,40.0,Unspecified,
959,Cyber security Administration (SF) (Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,2,1500.0,60.5,Advanced,
960,Application Security,Republic Polytechnic,2,1698.0,60.0,Unspecified,
961,Infographic Design (Synchronous e-Learning),Nanyang Polytechnic,67,70.5,7.0,Beginner,
962,CoC in Advancing Hospitality Technology,Institute of Technical Education,67,72.0,7.0,Beginner,
963,Design Thinking 101,Singapore Polytechnic,67,90.0,7.0,Beginner,
964,Design Thinking for an Innovative Workplace - Synchronous elearning,Nanyang Polytechnic,67,63.0,7.0,Unspecified,
965,DESIGN THINKING FOR AN INNOVATIVE WORKPLACE,Nanyang Polytechnic,67,70.5,7.0,Unspecified,
966,Design Thinking for Decision Makers,Nanyang Polytechnic,67,70.5,7.0,Unspecified,
967,Design Thinking for Non-Designers,Nanyang Polytechnic,67,70.5,7.0,Unspecified,
968,Design Thinking: An Introduction to The SEE Cycle,Temasek Polytechnic,67,105.0,7.0,Beginner,
969,Customer Journey Mapping for Hospitality Innovation & Transformation,Republic Polytechnic,67,81.0,8.0,Unspecified,
970,Design Thinking For Successful Problem Solving,Republic Polytechnic,67,81.0,8.0,Unspecified,
971,Communicate your Innovation Story through Story Mapping,Nanyang Polytechnic,67,90.0,7.0,Unspecified,
972,Communicate your Innovation Story through Story Mapping - Synchronous elearning,Nanyang Polytechnic,67,90.0,7.0,Unspecified,
973,Design Thinking 101 (Synchronous e-learning),SINGAPORE POLYTECHNIC,67,90.0,7.0,Unspecified,
974,Design Thinking Workshop,Nanyang Polytechnic,67,90.0,7.0,Unspecified,
975,Design Thinking Workshop (Synchronous E-Learning),Nanyang Polytechnic,67,90.0,7.0,Unspecified,
976,Strategic Frontline Officer Course,AETOS TRAINING ACADEMY PTE. LTD.,67,54.0,8.0,Intermediate,
977,Designing Your Life (DYL): Becoming a Mentor,Republic Polytechnic,67,90.0,8.0,Unspecified,
978,HARNESSING DESIGN THINKING FOR INNOVATION,Nanyang Polytechnic,67,99.0,14.0,Beginner,
979,Harnessing Design Thinking for Innovation - Synchronous elearning,Nanyang Polytechnic,67,99.0,14.0,Beginner,
980,Introduction to Design Thinking,Nanyang Polytechnic,67,145.0,7.0,Beginner,
981,Design Your Way From Purpose to Performance:,Republic Polytechnic,67,81.0,8.0,Intermediate,
982,CREATIVE SOLUTIONING THROUGH CREATIVE THINKING (SYNCHRONOUS E-LEARNING),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,67,114.75,17.0,Beginner,
983,Design Thinking and User Experience (DT-UX) Learning Journey for Organisation Transformation,SINGAPORE POLYTECHNIC,67,138.0,8.0,Unspecified,
984,Driving Sustainable Business Innovation Using Design Thinking (Classroom and Asynchronous e-learning),SINGAPORE POLYTECHNIC,67,141.0,8.0,Unspecified,
985,Engaging Families in Supporting Children (Synchronous E-Learning),Association for Early Childhood Educators (Singapore),67,110.0,14.0,Unspecified,
986,Effective Digital & Social Media Marketing for Beginners (synchronous e-learning),Temasek Polytechnic,64,57.0,8.0,Beginner,
987,Frontline Services Management,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,64,99.0,9.0,Beginner,
988,Sustainability Reporting Learning Journey: Deep Dive into Carbon Management,Nanyang Polytechnic,64,90.0,7.0,Intermediate,
989,Urban Farming: Container Gardening,SSA ACADEMY PTE. LTD.,64,140.0,8.0,Advanced,
990,Urban Farming: Edible Plants,SSA ACADEMY PTE. LTD.,64,140.0,8.0,Advanced,
991,Recommend Continual Improvement to WSH Management System,SISO ACADEMY PTE. LTD.,64,196.0,14.0,Unspecified,
992,Introduction to Behavioural Insights: Nudging Decisions and Behaviours,Temasek Polytechnic,64,165.0,15.0,Intermediate,
993,"Self-Care, Mindfulness and Resilience for a Happier and Healthier You (Classroom and Asynchronous E-learning)",ENVIRONICHE LLP,64,200.0,11.5,Intermediate,
994,"Diversity, Inclusion and Volunteer Management",SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,64,262.5,7.0,Unspecified,
995,â€‹â€‹Basic Facilitation Skills for Effective Community Engagement,SINGAPORE POLYTECHNIC,64,213.0,16.0,Intermediate,
996,Write a Business Plan,SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,64,260.0,16.0,Unspecified,
997,Community Engagement of Older Persons,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,64,270.0,11.0,Intermediate,
998,The Employment Act,EON CONSULTING & TRAINING PTE. LTD.,64,300.0,15.0,Unspecified,
999,Proposal Writing Skills for PDP Participants (Synchronous & Asynchronous e-learning),KLC INTERNATIONAL INSTITUTE PTE. LTD.,64,290.0,12.5,Intermediate,
1000,Patient Education and Engagement (Classroom & Asynchronous),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,64,217.8,33.0,Unspecified,
1001,PWM-Cleaning: Maintain WSH Policies and Procedures â€“ Level 3,ASTUTE PROFESSIONAL TRAINING ACADEMY PTE. LTD.,64,275.0,23.0,Unspecified,
1002,Marketing with Xiao Hong Shu (XHS): Strategies for Increasing Your Chinese Customers and Business Expansion,SINGAPORE MANAGEMENT UNIVERSITY,64,330.0,8.0,Intermediate,
1003,The Power of the WeChat Marketing - Appeal to Chinese consumers through WeChat,SINGAPORE MANAGEMENT UNIVERSITY,64,330.0,8.0,Intermediate,
1004,Manage And Implement Business Continuity Plans (Synchronous e-learning),SERAPHCORP INSTITUTE PTE. LTD.,64,340.0,16.0,Unspecified,
1005,Science-Based Insurance Selling Programme,NANYANG TECHNOLOGICAL UNIVERSITY,64,360.0,7.0,Intermediate,
1006,Participatory Design and Engagement,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,64,420.0,14.0,Beginner,
1007,Implement Workplace Safety and Health for Non-WSH Professionals,ENVIRONICHE LLP,64,330.0,25.0,Intermediate,
1008,A self-reflexive approach to develop personal and professional competency,ENVIRONICHE LLP,64,350.0,22.5,Intermediate,
1009,WSQ Strategy Planning for Procurement,NTUC LEARNINGHUB PTE. LTD.,64,425.0,19.0,Unspecified,
1010,Patient Education and Engagement,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,64,363.0,33.0,Unspecified,
1011,Stakeholder Engagement and Management L5 (Classroom and Asynchronous E-learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,22,450.0,20.0,Unspecified,
1012,Sustainability Communication and Stakeholder Engagement,Temasek Polytechnic,22,105.0,7.0,Intermediate,
1013,PWM-Cleaning: L3 Stakeholder Management,TRAINING MASTERS WORKFORCE INSTITUTE PTE LTD,22,137.5,13.5,Unspecified,
1014,Stakeholder Management (Schedule and supervise cleaning services - CLSSCS),NTUC LEARNINGHUB PTE. LTD.,22,176.0,16.0,Unspecified,
1015,Data Protection Stakeholder Engagement,NATIONAL UNIVERSITY OF SINGAPORE,22,285.0,7.5,Unspecified,
1016,Data Protection Stakeholder Engagement (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,22,285.0,7.5,Unspecified,
1017,Stakeholder Engagement and Management L4 (Synchronous and Asynchronous E-Learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,22,255.0,20.0,Unspecified,
1018,Practicum 1 (for coaching  and stakeholder management),Singapore Polytechnic,22,324.0,10.0,Unspecified,
1019,Mastering Stakeholder Engagement Through Strategic Storytelling and Conflict Resolution,Temasek Polytechnic,22,285.0,16.0,Intermediate,
1020,Stakeholder Management,BIG FOOT GLOBAL ACADEMY PTE. LTD.,22,375.0,16.0,Unspecified,
1021,Stakeholder Engagement and Management Level 4: Develop Workplace and Business Relationships (Synchronous e-Learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,22,355.0,24.0,Unspecified,
1022,Business Stakeholder Management ( L3),ALL HEARTS PTE. LTD.,22,375.0,16.0,Intermediate,
1023,Programme Planning & Stakeholder Management (in PDC in Community-Led Approach to Healthy Ageing in Specialist Diploma in Gerontology (Community Care Practice)),Temasek Polytechnic,22,315.0,30.0,Intermediate,
1024,WSQ Stakeholder Management,NTUC LEARNINGHUB PTE. LTD.,22,390.0,24.0,Unspecified,
1025,Stakeholder Management (Level 4),TSAO FOUNDATION,22,360.0,38.5,Unspecified,
1026,Master Executive Presence in Stakeholder Management,EDUSPHERE COLLEGE OF MANAGEMENT AND TECHNOLOGY PTE. LTD.,22,500.0,16.0,Intermediate,
1027,Decision Making & Stakeholder Management,SINGAPORE MANAGEMENT UNIVERSITY,22,564.0,16.0,Unspecified,
1028,Decision Making & Stakeholder Management (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,22,564.0,16.0,Unspecified,
1029,Placemaking Stakeholder Engagement,NATIONAL UNIVERSITY OF SINGAPORE,22,630.0,14.0,Unspecified,
1030,TFIP - Stakeholder Engagement & Management,NTUC LEARNINGHUB PTE. LTD.,22,660.0,16.0,Unspecified,
1031,TFIP - Stakeholder Engagement & Management (Synchronous e-Learning),NTUC LEARNINGHUB PTE. LTD.,22,660.0,16.0,Unspecified,
1032,Mastering the Art of Influence for Stakeholder Management (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,22,630.0,20.0,Intermediate,
1033,[DELIVER] Mastering the Art of Influence for Stakeholder Management (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,22,752.0,20.0,Unspecified,
1034,Community & Stakeholder Engagement (in MC in Sustainable Communications & Engagement (in Diploma in Business Practice (Sustainability Management)),Temasek Polytechnic,22,509.4,60.0,Intermediate,
1035,[LPIA] Mastering the Art of Influence for Stakeholder Management (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,22,734.12,20.0,Intermediate,
1036,Manage Statistical Processes And Data Analysis In A Technical Environment (Blended) SFw,Electronics Industries Training Centre,5,240.0,16.0,Unspecified,
1037,Statistics and Data Analysis for the Social and Behavioural Sciences,Singapore University of Social Sciences,5,1461.0,18.0,Intermediate,
1038,Essential Statistics for Data Analytics (SF),NTUC LEARNINGHUB PTE. LTD.,5,240.0,16.0,Beginner,
1039,Statistics in Business - Part of Post Diploma Certificate in Decision Analytics (SDBDA),Ngee Ann Polytechnic,5,547.2,60.0,Beginner,
1040,Statistical Methods,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,5,438.3,18.5,Intermediate,
1041,Statistics,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,5,438.3,36.0,Unspecified,
1042,Data Analysis in Social Research Using Stata,NATIONAL UNIVERSITY OF SINGAPORE,5,570.0,14.0,Unspecified,
1043,Statistics for Data Analytics,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,5,600.0,14.0,Unspecified,
1044,Essential Statistical Analysis,Singapore Polytechnic,5,105.0,8.0,Beginner,
1045,(eCornell) Practical Applications of Statistics,GENASHTIM,5,700.0,12.0,Intermediate,
1046,Statistics and Data Analysis,Singapore University of Social Sciences,5,2640.0,32.0,Unspecified,
1047,"Introduction to Data Science, Probabilities and Statistics",BELLS Institute of Higher Learning Pte. Ltd.,5,592.8,38.0,Intermediate,
1048,Fundamental Data Analysis using Excel,SINGAPORE POLYTECHNIC,5,111.0,16.0,Beginner,
1049,Fundamental Data Analysis using Excel (Synchronised e-learning),Singapore Polytechnic,5,111.0,16.0,Beginner,
1050,Using Python for Data Analysis,Nanyang Polytechnic,5,145.0,7.0,Unspecified,
1051,Using Python for Data Analysis (Asynchronous E-learning),Nanyang Polytechnic,5,145.0,7.0,Unspecified,
1052,Using Python for Data Analysis (Synchronous E-learning),Nanyang Polytechnic,5,145.0,7.0,Unspecified,
1053,Introduction to Quantitative Data Analysis and Visualization,Singapore Polytechnic,5,144.0,16.0,Beginner,
1054,Data Analysis and Decision-Making with Excel,SINGAPORE POLYTECHNIC,5,168.0,14.0,Beginner,
1055,Statistical Process Control in Smart Factory Model,Republic Polytechnic,5,100.5,8.0,Advanced,
1056,Data and Statistical Analysis,SINGAPORE NATIONAL EMPLOYERS FEDERATION,5,210.0,17.0,Beginner,
1057,Introduction to HR Analytics and Basic Statistical Analysis,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,5,270.0,7.5,Beginner,
1058,Data Analysis Fundamentals using Microsoft Excel,NTUC LEARNINGHUB PTE. LTD.,5,234.0,15.0,Beginner,
1059,Statistical Process Control (SPC) in Manufacturing,TERTIARY INFOTECH PTE. LTD.,5,175.0,8.0,Advanced,
1060,Data Analysis Using Python,SINGAPORE POLYTECHNIC,5,240.0,16.0,Beginner,
1061,Green Logistics & Sustainable Supply Chain,NATIONAL UNIVERSITY OF SINGAPORE,47,315.0,8.0,Unspecified,
1062,Agribusiness in Supply Chains and Logistics,Republic Polytechnic,47,254.7,30.0,Intermediate,
1063,Advanced Certificate in Logistics and Supply Chain Management Module 1: Fundamentals of Supply Chain Management,SINGAPORE MANAGEMENT UNIVERSITY,47,600.0,17.0,Advanced,
1064,Advanced Certificate in Logistics and Supply Chain Management Module 1: Fundamentals of Supply Chain Management (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,47,600.0,17.0,Advanced,
1065,Advanced Certificate in Logistics and Supply Chain Management Module 2: Planning the Supply Chain - Network Design and Demand and Supply Planning,SINGAPORE MANAGEMENT UNIVERSITY,47,600.0,17.0,Advanced,
1066,Advanced Certificate in Logistics and Supply Chain Management Module 2: Planning the Supply Chain - Network Design and Demand and Supply Planning (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,47,600.0,17.0,Advanced,
1067,Advanced Certificate in Logistics and Supply Chain Management Module 3: Order Fulfilment and Transportation Management (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,47,600.0,17.0,Advanced,
1068,Enterprise Resource Management (in MC in Supply Chain & Logistics in Part-time Diploma in Business Practice (Logistics Management)),Temasek Polytechnic,47,509.4,60.0,Unspecified,
1069,Supply Chain Management & Technology (in MC in Supply Chain & Logistics in Part-time Diploma in Business Practice (Logistics Management)),Temasek Polytechnic,47,509.4,60.0,Unspecified,
1070,"Advanced Certificate in Logistics and Supply Chain Management Module 4: Emerging themes in Supply Chain - Sustainability, Resilience, Digitalisation",SINGAPORE MANAGEMENT UNIVERSITY,47,900.0,24.0,Advanced,
1071,"Advanced Certificate in Logistics and Supply Chain Management Module 4: Emerging themes in Supply Chain - Sustainability, Resilience, Digitalisation (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,47,900.0,24.0,Advanced,
1072,"Advanced Certificate in Logistics and Supply Chain Management Module 6: Trade Regulations, Facilitation and Compliance Management",SINGAPORE MANAGEMENT UNIVERSITY,47,900.0,24.0,Advanced,
1073,"Advanced Certificate in Logistics and Supply Chain Management Module 6: Trade Regulations, Facilitation and Compliance Management (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,47,900.0,24.0,Advanced,
1074,Logistics and Supply Chain Management,Institute of Technical Education,47,628.98,90.0,Unspecified,
1075,Next-Gen Supply Chain & Smart Logistics,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,47,1500.0,21.0,Intermediate,
1076,Managing logistics for Large-Scale Operations,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,47,365.4,15.0,Unspecified,
1077,Global Supply Chain Management (Classroom and Asynchronous e-learning),Singapore Polytechnic,47,294.0,40.0,Unspecified,
1078,Supply Chain Management,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,47,438.3,20.0,Intermediate,
1079,Supply Chain Management (in MC in Logistics Management in Part-time Diploma in Engineering (Operations & Systems Management)),Temasek Polytechnic,47,1698.0,60.0,Unspecified,
1080,Think Executive Program: Building Thought Leaders in Logistics and SCM,NATIONAL UNIVERSITY OF SINGAPORE,47,630.0,16.0,Unspecified,
1081,Apply Workplace Safety and Health in Logistics and Transportation,ABSOLUTE KINETICS CONSULTANCY PTE LTD,47,23.0,8.0,Unspecified,
1082,Apply Workplace Safety and Health in Logistics and Transportation,GREENSAFE INTERNATIONAL PTE. LTD.,47,25.0,8.0,Unspecified,
1083,Apply Workplace Safety and Health in Logistics and Transportation,AAT TRAINING HUB PTE. LTD.,47,25.0,8.0,Unspecified,
1084,Enterprise Resource Management (in MC in Supply Chain & Logistics IT in Part-time Diploma in Engineering (Advanced Manufacturing & Automation)),Temasek Polytechnic,47,1698.0,60.0,Advanced,
1085,Supply Chain Management & Technology (in MC in Supply Chain & Logistics IT in Part-time Diploma in Engineering (Advanced Manufacturing & Automation)),Temasek Polytechnic,47,1698.0,60.0,Advanced,
1086,Applied Research Methods in Social Sciences,NANYANG TECHNOLOGICAL UNIVERSITY,62,0.0,13.0,Intermediate,
1087,Analytics for the Hospitality Industry,Republic Polytechnic,62,81.0,8.0,Unspecified,
1088,Data and Statistical Analytics 1,AUSTON INSTITUTE OF MANAGEMENT PTE. LTD.,62,125.0,8.0,Beginner,
1089,Data Cleaning for Everyone,Republic Polytechnic,62,99.0,8.0,Unspecified,
1090,Strength Training for Inclusive Fitness using HUR Activ8,Republic Polytechnic,62,90.0,8.0,Intermediate,
1091,Applying Basic Positive Behavioural Support Strategies to Meet Diverse Needs (Level 1),"Rainbow Centre, Singapore",62,165.0,8.0,Beginner,
1092,Introduction to GIS,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,62,195.0,7.0,Beginner,
1093,(Micro-Credential) Human Resource (HR) Innovation â€“ Data Collection and Preparation in Design Thinking (Classroom and Synchronous e-learning),SINGAPORE POLYTECHNIC,62,195.0,15.0,Beginner,
1094,Questionnaire & Sampling Design,NATIONAL UNIVERSITY OF SINGAPORE,62,255.0,7.5,Beginner,
1095,An introduction to diverse methods for collecting data from children and adolescents,NATIONAL UNIVERSITY OF SINGAPORE,62,255.0,8.0,Beginner,
1096,An introduction to diverse methods for collecting data from children and adolescents (Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,62,255.0,8.0,Beginner,
1097,Sustainability Made Easy for Small and Medium Enterprises (SMEs),SINGAPORE POLYTECHNIC,62,216.0,16.0,Beginner,
1098,Design and Implement Behavioural Safety Programme,SISO ACADEMY PTE. LTD.,62,200.0,16.0,Unspecified,
1099,Fundamentals of Research Methods,Ngee Ann Polytechnic,62,240.0,16.0,Beginner,
1100,Tech-Aided Business Presentation Delivery,AESTHETICAR PTE. LTD.,62,210.0,16.0,Unspecified,
1101,Data and Statistical Analytics with Excel (SFw),ST ENGINEERING E-SERVICES PTE. LTD.,62,225.0,15.0,Unspecified,
1102,SkillsFuture Digital Workplace 2.0 (SFDW 2.0) - General (Asynchronous e-learning and Classroom),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,62,225.0,16.0,Unspecified,
1103,Survey Design and Analysis,NATIONAL UNIVERSITY OF SINGAPORE,62,255.0,7.5,Intermediate,
1104,Big Data and Computational Social Science,NANYANG TECHNOLOGICAL UNIVERSITY,62,300.0,13.0,Beginner,
1105,(Ending Validility on 9 Aug 2025) Certified Lean Six Sigma Green Belt (CLSSGB) Training,TERTIARY INFOTECH PTE. LTD.,62,315.0,16.0,Beginner,
1106,Corporate ESG Disclosure & Sustainability Reporting,NATIONAL UNIVERSITY OF SINGAPORE,62,315.0,8.0,Intermediate,
1107,Data and Information Sources in Analytics,NANYANG TECHNOLOGICAL UNIVERSITY,62,360.0,16.0,Beginner,
1108,Human Resource Analytics and Insights (Synchronous e-learning),SHRI ACADEMY PTE. LTD.,62,300.0,16.0,Intermediate,
1109,Data Analytics for Retail Store Management,TEMBUSU INSTITUTE PTE. LTD.,62,336.6,16.0,Unspecified,
1110,Statistics Fundamental Training for Beginners,TERTIARY INFOTECH PTE. LTD.,62,375.0,16.0,Beginner,
1111,Tableau: Unlocking Insights with Analytics II (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,10,600.0,16.0,Unspecified,
1112,Tableau: Unlocking Insights with Analytics II,SINGAPORE MANAGEMENT UNIVERSITY,10,600.0,16.0,Intermediate,
1113,Mastering Advanced Visual Vocabulary Using Tableau,SINGAPORE MANAGEMENT UNIVERSITY,10,600.0,15.0,Advanced,
1114,Mastering Advanced Visual Vocabulary Using Tableau (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,10,600.0,15.0,Advanced,
1115,CoC in Enhancing Online Learning Engagement with ClassPoint,Institute of Technical Education,54,63.0,7.0,Unspecified,
1116,CoC in Flexipreneur for a Gig Economy : Create Your Online Portfolio,Institute of Technical Education,54,66.0,7.0,Unspecified,
